David Jones,In Parenthesis
na,na
Alice Walker,Possessing the Secret of Joy
Yukio Mishima,The Sound of Waves
H. Rider Haggard,King Solomon's Mines
Jeffrey Eugenides,The Virgin Suicides
Ivan Turgenev,Torrents of Spring
Henry Fielding,Joseph Andrews
Jáchym Topol,"City, Sister, Silver"
Julián Ríos,Larva: Midsummer Night's Babel
Thomas Hardy,Far from the Madding Crowd
André Gide,Strait is the Gate
Stefan Zweig,Amok
Isaac Bashevis Singer,The Manor
Barbara Pym,Quartet in Autumn
Georges Perec,Things: A Story of the Sixties
Peter Handke,The Afternoon of a Writer
Thomas Mann,Joseph and His Brothers
Newton Thornburg,Cutter and Bone
Oliver Goldsmith,The Vicar of Wakefield
Lao She,Rickshaw Boy
Liviu Rebreanu,Forest of the Hanged
Elizabeth Taylor,Blaming
Stanisław Ignacy Witkiewicz,Insatiability
William Godwin,The Adventures of Caleb Williams
na,na
list details page,"129 ""best of"" book lists"
Guy de Maupassant,Bel Ami
Raymond Roussel,Impressions of Africa
Sylvia Townsend Warner,Summer Will Show
Edith Somerville,Some Experiences of an Irish R. M.
André Breton,Arcanum 17
André Gide,The Immoralist
Miroslav Krleža,The Return of Philip Latinowicz
M.J. Hyland,Carry Me Down
Anne Hébert,The First Garden
Carlo Cassola,Bébo's Girl
Gabrielle Roy,The Tin Flute
W. G. Sebald,Vertigo
Tobias Smollett,The Expedition of Humphry Clinker
Aldous Huxley,Crome Yellow
Scriblerus Club,Memoirs of Martinus Scriblerus
Viktor Pelevin,The Clay Machine-gun
Paulo Coelho,Veronika Decides to Die
James Kelman,The Busconductor Hines
P. G. Wodehouse,"Thank You, Jeeves"
Samuel Butler,Erewhon
Jaan Kross,Professor Martens' Departure
John Barth,Giles Goat-Boy
Marina Warner,Indigo
T. S. Eliot,Four Quartets
Akhil Sharma,Family Life
Garth Greenwell,What Belongs to You
Joy Williams,Honored Guest
Kelly Link,Magic for Beginners
Daniel Woodrell,Winter's Bone
Per Petterson,Out Stealing Horses
Colson Whitehead,The Intuitionist: A Novel
Pat Barker,The Ghost Road
N. Scott Momaday,House Made of Dawn
Tom McCarthy,Remainder
George Saunders,Lincoln in the Bardo
Caleb Carr,The Alienist
Elizabeth Berg,Talk Before Sleep
Rita Mae Brown,Rubyfruit Jungle
Denis Johnson,Tree of Smoke
Forrest Carter,The Education of Little Tree
Helen DeWitt,The Last Samurai
David Bradley,The Chaneysville Incident
Joseph O'Neill,Netherland
Anna Sewell,Black Beauty: The Autobiography of a Horse
Jack London,White Fang
Hilary Mantel,Bring Up the Bodies: A Novel
Bernard Malamud,The Magic Barrel
Charles Dickens,Dombey and Son
C S Forester,"Captain Hornblower R.N.: Hornblower and the 'Atropos', The Happy Return, A Ship of the Line"
Sarah Waters,The Little Stranger
na,na
list details page,"129 ""best of"" book lists"
Alice Sebold,The Lovely Bones
Ted Hughes,Collected Poems of Ted Hughes
William T. Vollmann,Europe Central
Andy Weir,The Martian
Michael Crichton,Jurassic Park
E L James,Fifty Shades of Grey: 
Kathryn Stockett,The Help
Keri Hulme,The Bone People
F. Scott Fitzgerald,The Beautiful and Damned 
Andre Dubus,The Times Are Never So Bad: A Novella and Eight Short Stories
William Faulkner,The Portable Faulkner
Arthur William Upfield,The Bone is Pointed: An Inspector Bonaparte Mystery #6 
Olive Beaupré Miller,My Book House
Sterling Allen Brown,The Negro Caravan: Writings by American Negroes
Anna Akhmatova,Requiem
Ezra Jack Keats,The Snowy Day
Nathaniel Hawthorne,The Blithedale Romance
Willa Cather,Shadows on the Rock
Patricia MacLachlan,"Sarah, Plain and Tall"
E. L. Doctorow,Billy Bathgate
W. H. Auden,The Age of Anxiety
Agatha Christie,The Mysterious Affair at Styles
G. K. Chesterton,The Innocence of Father Brown
Paul Horgan,The Richard Trilogy
Gina Berriault,Women in Their Beds
Molière,The School for Wives
Nathanael West,The Complete Works of Nathanael West
Stephen King,Carrie
P. G. Wodehouse,The Inimitable Jeeves
Isaac Bashevis Singer,Short Friday: And Other Stories
William Butler Yeats,The Wild Swans at Coole
Molière,The Would-Be Gentleman
B. F. Skinner,Walden Two
T. S. Eliot,The Complete Plays of T. S. Eliot
Thomas Wolfe,Of Time and the River: A Legend of Man's Hunger in His Youth
Alan Sillitoe,The Loneliness of the Long-distance Runner
Buchi Emecheta,The Bride Price
Molière,The Would-Be Invalid
Edna St. Vincent Millay,Renascence and Other Poems
Yukio Mishima,Confessions of a Mask
Langston Hughes,Best of Simple
Grace Metalious,Peyton Place
Gertrude Stein,Tender Buttons
Mark Twain,The Prince and the Pauper: A Tale for Young People of All Ages
Euripides,Alcestis
Galway Kinnell,Body Rags
Richard Wright,Eight Men: Short Stories
Anthony Trollope,The Eustace Diamonds
Henry Handel Richardson,The Fortunes Of Richard Mahony
Larry McMurtry,"Horseman, Pass By: A Novel"
na,na
list details page,"129 ""best of"" book lists"
Katherine Anne Porter,The Collected Stories of Katherine Anne Porter
Henry Fielding,Amelia
William Faulkner,A Rose for Emily
Anonymous,The Plum in the Golden Vase
Ferdowsi,Shahnameh
Alice Munro,Open Secrets: Stories
Eugene O'Neill,The Iceman Cometh
Arthur William Upfield,Death of a Lake
D. H. Lawrence,The Prussian Officer
Isaac Bashevis Singer,The Seance and Other Stories
Bertolt Brecht,Mother Courage and Her Children
James A. Emanuel (Comp),Dark symphony: Negro literature in America
Charlotte Perkins Gilman,Herland
William Butler Yeats,The Collected Plays of W.B. Yeats
Graham Greene,Monsignor Quixote
Jorge Luis Borges,Dreamtigers
E. L. Doctorow,The March
R. K. Narayan,The English Teacher
Henry James,The Beast in the Jungle
R. K. Narayan,Vendor Of Sweeets
Ernest Hemingway,The Short Happy Life of Francis Macomber
V. S. Naipaul,Guerrillas
John Updike,The Poorhouse Fair: A Novel
Yasunari Kawabata,Beauty and Sadness
Molière,The Miser
Knut Hamsun,Mysteries
Molière,Don Juan
Lillian Smith,Strange Fruit
George Orwell,Burmese Days
Siegfried Sassoon,War Poems of Siegfried Sassoon
Dr. Seuss,The Cat in the Hat
John Williams,Augustus
James Alexander Thom,Follow the River
Salman Rushdie,Haroun and the Sea of Stories
Julia Alvarez,In the Time of the Butterflies
Paul Scott,The Jewel In The Crown
Theodore Roszak,Flicker
Howard Pyle,The Merry Adventures of Robin Hood
Sybille Bedford,A Legacy
William H. Gass,In the Heart of the Heart of the Country
Norman Mailer,The Executioner's Song
Haruki Murakami,A Wild Sheep Chase
Doris May Lessing,The Memoirs of a Survivor
Philip Pullman,Northern Lights
Sven Delblanc,Samuels bok
Nils Ferlin,Collected Poems
Anita Brookner,Hotel du Lac
Hjalmar Soderberg,The Serious Game
Eyvind Johnson,The Days of His Grace
Georges Simenon,The bells of Bicêtre
na,na
list details page,"129 ""best of"" book lists"
Marilyn French,The Women's Room
Vilhelm Moberg,The Emigrants
Harry Martinson,The Road to Klockrike
Kerstin Ekman,Dog
Buchi Emecheta,Second-class Citizen
Par Lagerkvist,The Dwarf
Torgny Lindgren,Bathsheba
Frans G. Bengtsson,The Long Ships
Karin Boye,Kallocain
Hjalmar Soderberg,Doctor Glas
Per Anders Fogelström,Stockholm series
Astrid Lindgren,"Mio, My Son"
Harry Martinson,Flowering Nettle
Eric Linklater,The Wind on the Moon
Aksel Sandemose,The Werewolf
Yaşar Kemal,They Burn the Thistles
John Updike,The Early Stories
Jaan Kross,The Czar's Madman
Fritiof Nilsson Piraten,The Book-Dealer Who Ceased Bathing
Carl Jonas Love Almquist,The Queen's Tiara
P. C. Jersild,After the Flood
Italo Calvino,The Baron in the Trees
Erik Lindegren,The Man Without a Way
Selma Lagerlöf,The Emperor of Portugallia
Harry Martinson,Rhythms
Zaharia Stancu,Barefoot
Katherine Paterson,Bridge to Terabithia
T. S. Eliot,Prufrock and Other Observations
Arthur Miller,Death Of A Salesman
Bryce Courtenay,The Power of One
Aldous Huxley,Point Counter Point
Edgar Rice Burroughs,The Warlord of Mars
Munro Leaf,Story of Ferdinand
Platt & Munk,The Little Engine that Could
Jack London,The Scarlet Plague
Hugh Lofting,The Voyages of Doctor Dolittle
Edmund Dulac,Edmund Dulac's Fairy-Book
B B,The Little Grey Men
Will James,Smoky the Cowhorse
John Steinbeck,The Moon is Down
Henry Wadsworth Longfellow,The Song of Hiawatha
Pete Hamill,Forever: A Novel
Ellen Macgregor,Miss Pickerell Goes to Mars
Charles Reade,The Cloister and the Hearth
Augusta Tucker,Miss Susie Slagle's
Ludwig Lewisohn,The Island Within
Lisa See,Snow Flower and the Secret Fan
Marjane Satrapi,Persepolis Two
Frances Hodgson Burnett,The Secret Garden
Dorothy L Sayers,Busman’s Honeymoon
na,na
list details page,"129 ""best of"" book lists"
Robert A. Heinlein,The Moon is a Harsh Mistress
Umberto Eco,Baudolino
Ezra Pound,The Poetry of Ezra Pound
Russell Banks,Affliction
Gabriel Garcia Marquez,Chronicle of a Death Foretold
Ben Lerner,Leaving the Atocha Station
Joy Kogawa,Obasan
Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood
George Saunders,Tenth of December
Thomas Pynchon,Mason & Dixon
Susan Vreeland,Girl in Hyacinth Blue
Angela Carter,Wise Children
Dieter Wöhrle,Stories from the Lord Keuner
Andrey Platonov,Happy Moscow
Neil Gaiman,American Gods
Charles Dickens,The Old Curiosity Shop
C. J. Sansom,Dissolution: A Shardlake Novel
Vladimir Nabokov,The Gift
Juan Goytisolo,Count Julian
Judith Kerr,The Tiger Who Came to Tea 
Aleksandr Isaevich Solzhenit︠s︡yn,August 1914
Bao Ninh,The Sorrow Of War
Philip Pullman,The Golden Compass
P. G. Wodehouse,"Psmith, Journalist"
Judy Blume,Forever...
Antal Szerb,Journey by Moonlight
Agneta Pleijel,The Dog Star
Jill Murphy,The Worst Witch
Italo Calvino,Italian Folktales
Dezső Kosztolányi,Édes Anna
William Shakespeare,Henry V
Roddy Doyle,The Commitments
Roald Dahl,The Witches
R. K. Narayan,Swami and Friends
Per Olov Enquist,The Royal Physician's Visit: A Novel
Heinrich Böll,"And where Were You, Adam?"
Kamila Shamsie,Home Fire
Alfred Lord Tennyson,Poems of Alfred Lord Tennyson
Elif Shafak,The Forty Rules of Love
Rick Riordan,"Percy Jackson and the Olympians, Book One: Lightning Thief, The"
Lao She,Teahouse
Claire Adam,Golden Child
Adalbert Stifter,Stories of Adalbert Stifter
Karel Schoeman,Another Country
Andrey Voznesensky,Antiworlds
W. G. Sebald,The Rings of Saturn
Jean Paul,Siebenkäs
Jeff Kinney,Diary of a Wimpy Kid
Noel Streatfeild,Ballet Shoes
Carlos Fuentes,The Years with Laura Diaz
na,na
list details page,"129 ""best of"" book lists"
Eoin Colfer,Artemis Fowl
Xingjian Gao,Soul Mountain
Andrey Platonov,The Return and Other Stories
José Saramago,The Stone Raft
M. M. Kaye,The Far Pavilions
Nell Dunn,Poor Cow
Anthony Horowitz,Stormbreaker
Danilo Kiš,A Tomb for Boris Davidovich
James Plunkett,Strumpet City
Lemony Snicket,A Series of Unfortunate Events #1: The Bad Beginning
Han Shan,The Collected Songs of Cold Mountain
Ian Rankin,Knots and Crosses: An Inspector Rebus Novel
Georg Christoph Lichtenberg,Sudelbücher
Ismail Kadare,The Three-Arched Bridge
Shel Silverstein,Where the Sidewalk Ends
Enid Blyton,The Enchanted Wood
Julia Donaldson,The Gruffalo
Heinrich Mann,The Loyal Subject
Vassily Aksyonov,The Burn: A Novel in Three Books : (late Sixties--early Seventies)
Elias Lönnrot,The Kalevala
Yan Mo,The Garlic Ballads: A Novel
Michelle Magorian,Goodnight Mister Tom
Johann Peter Hebel,Schatzkästlein des Rheinischen Hausfreundes
Craig Thompson,Habibi
Edwidge Danticat,"Breath, Eyes, Memory"
John Boyne,The Boy in the Striped Pyjamas
Heinrich von Kleist,Stories
Kenzaburō Ōe,Somersault
Alan Moore,V for Vendetta
Brian Moore,The Lonely Passion of Judith Hearne
Curzio Malaparte,Kaputt
Jean Genet,Querelle
Milan Kundera,Identity: A Novel
Lars Saabye Christensen,The Half Brother: A Novel
Wilhelm Karl Raabe,"Abu Telfan, Return from the Mountains of the Moon"
Guillaume (de Lorris),Le Roman de la Rose
Jacqueline Susann,Valley of the Dolls
Amrita Pritam,The Skeleton
Yasunari Kawabata,The Dancing Girl of Izu and Other Stories
John Buchan,Mr Standfast
Abraham Verghese,Cutting for Stone
L. M. Montgomery,Emily of New Moon
Ivan Turgenev,First Love
Ben Okri,Astonishing the Gods
Bapsi Sidhwa,Ice-Candy-Man
India,"The Tootinameh; Or, Tales of a Parrot"
Kevin Barry,City of Bohane
Jilly Cooper,Riders
Jacqueline Wilson,The Story of Tracy Beaker
Vladimir Nabokov,The Real Life of Sebastian Knight
na,na
list details page,"129 ""best of"" book lists"
Anna Seghers,The Seventh Cross
Xi Xi,My City: A Hong Kong Story
Georg Buchner,Lenz
Gonzalo Torrente Ballester,La Saga/ Fuga de J. B./ The Saga/ Escape of J.B.
Ernst Bloch,Track
Vasily Grossman,Life and Fate
A. A Milne,The House at Pooh Corner
Yashar Kemal,"Memed, My Hawk"
Orhan Pamuk,The Black Book
Andrey Platonov,Soul and Other Stories
Heinrich Böll,The Collected Stories of Heinrich Boll
Philip Roth,The Counterlife
Philip Roth,Operation Shylock
William Shakespeare,Much Ado about Nothing
Michael Rosen,We're Going on a Bear Hunt
China,The Book of Songs
Omar El Akkad,American War
Tim Winton,Cloudstreet
Eric Carle,The Very Hungry Caterpillar
Gary Soto,Living Up The Street
Raymond Carver,What We Talk About When We Talk About Love
Anne Tyler,A Patchwork Planet
Patricia McCormick,Sold
James Clavell,Shogun
Thomas Love Peacock,Nightmare Abbey 
Julia Alvarez,Before We Were Free
Emmanuel Carrère,Lives Other Than My Own
Fred Moten,Black and Blur
Aimee Bender,The Particular Sadness of Lemon Cake
Elif Batuman,The Possessed
Frederick Seidel,Ooga-Booga
Colson Whitehead,Zone One
Mary Gaitskill,Veronica
Helen Oyeyemi,Mr. Fox
Miriam Toews,All My Puny Sorrows
Percival Everett,Erasure
Gary Indiana,Do Everything in the Dark
Hilton Als,White Girls
Amy Tan,The Bonesetter's Daughter
Joseph Conrad,Under Western Eyes
Elie Wiesel,Dawn
Cristina García,Dreaming in Cuban
Stephen King,Misery
Gaston Leroux,The Phantom of the Opera
Chimamanda Ngozi Adichie,Purple Hibiscus
Lensey Namioka,"Ties That Bind, Ties That Break"
Fannie Flagg,Fried Green Tomatoes
Robert Specht,Tisha
Czesław Miłosz,A Book of Luminous Things
Catherine Marshall,Christy
na,na
list details page,"129 ""best of"" book lists"
Monique Truong,The Book of Salt
N. K. Jemisin,The Broken Earth Trilogy
Peter Stamm,Seven Years
August Kleinzahler,Sleeping It Off in Rapid City
Louise Erdrich,The Last Report on the Miracles at Little No Horse: A Novel
Leni Zumas,Red Clocks
John Lanchester,Capital
Gary Shteyngart,Super Sad True Love Story
Denis Johnson,The Largesse of the Sea Maiden: Stories
Dana Spiotta,Eat the Document
Margaret Atwood,The MaddAddam Trilogy
Vivek Shanbhag,Ghachar Ghochar
Aleksandar Hemon,The Lazarus Project
Sam Lipsyte,Home Land
Anthony Marra,A Constellation of Vital Phenomena: A Novel
Tao Lin,Taipei
Richard Powers,The Time of Our Singing
Jami Attenberg,All Grown Up
Angie Thomas,The Hate U Give
Dennis Cooper,The Sluts
Eula Biss,Notes from No Man's Land: American Essays
J M Coetzee,Boyhood: Scenes from provincial life
Ngugi wa Thiong'o,Wizard of the Crow
Kevin Killian,Spreadeagle
Annie Proulx,Fine Just the Way It Is
Fanny Howe,The Needle's Eye
David Foster Wallace,Oblivion: Stories
Alexander McCall Smith,The No. 1 Ladies' Detective Agency
David Haynes,Retold African American Folktales
Erskine Caldwell,Tobacco Road
Robert R. McCammon,Boy's Life
James A. Michener,Chesapeake
Tanuja Desai Hidier,Born Confused
Allan Stratton,Chanda's Secrets
Richard Llewellyn,How Green Was My Valley
Grace Paley,Enormous Changes at the Last Minute
J. P. Donleavy,The Ginger Man
Isabel Allende,City of the Beasts
Mary Lawson,Crow Lake
Marge Piercy,"He, She and It"
Michael Ondaatje,Anil's Ghost
Allen Ginsberg,Collected Poems
Ingeborg Bachmann,Darkness Spoken: The Collected Poems
Ayi K. Armah,The Beautyful Ones are Not Yet Born
Sir Walter Scott,The Talisman
Qurratulain Hyder,River of Fire
Guy Deutscher,Through the Language Glass: Why the World Looks Different in Other Languages
Anzia Yezierska,Bread Givers: A Novel : a Struggle Between a Father of the Old World and a Daughter of the New
Margaret Atwood,"Selected Poems, 1965-1975"
Noah Gordon,The Physician
na,na
list details page,"129 ""best of"" book lists"
W. Bruce Cameron,A Dog's Purpose
Jack London,The Sea-Wolf
George Bernard Shaw,Candida: a Pleasant Play
Margaret Atwood,Selected Poems II: 1976 - 1986
Wilson Harris,Palace of the Peacock
Ernest Callenbach,Ecotopia
Edwidge Danticat,The Farming of Bones
Saul Bellow,Mr. Sammler's Planet
Colm Tóibín,Brooklyn
Isak Dinesen,Anecdotes of Destiny
E. L. Doctorow,World's Fair
Stephen King,It: A Novel
Anthony Doerr,All the Light We Cannot See
Ernest J. Gaines,A Lesson Before Dying
J. F. Powers,Morte D'Urban
Anne Tyler,Breathing Lessons
Adam Johnson,The Orphan Master's Son: A Novel
Gore Vidal,Burr
Colum McCann,Let the Great World Spin: A Novel
Richard Powers,The Echo Maker
John Barth,Chimera
Richard Russo,Empire Falls
Jean Stafford,The Collected Stories of Jean Stafford
Somadeva,Tales from the Kathasaritsagara
Jerome K. Jerome,Three Men in a Boat
Peter Matthiessen,Far Tortuga
Jack London,The Iron Heel
Deborah Eisenberg,Twilight of the Superheroes
Ngugi wa Thiong'o,Petals of blood
Han Kang,The Vegetarian: A Novel
James Patterson,"I, Alex Cross"
Edgar Allan Poe,The Murders in the Rue Morgue
Ottessa Moshfegh,Homesick for Another World
Nicholas Sparks,The Notebook
Mario Vargas Llosa,The Real Life of Alejandro Mayta
Robert R. McCammon,Swan Song
Elmore Leonard,Killshot
William P Young,The Shack
Nell Zink,Mislaid
Frank Peretti,This Present Darkness
Wilson Rawls,Where the Red Fern Grows
Jason Reynolds,Ghost
Alison Bechdel,The Essential Dykes to Watch Out For
Dave Hunt,The Mind Invaders
Edith Nesbit,The Railway Children
John Keats,Odes
Jean de Brunhoff,Histoire de Babar
Thomas Harris,Red Dragon
Gary Paulsen,Hatchet
Dean R. Koontz,Watchers
na,na
list details page,"129 ""best of"" book lists"
Tom Clancy,The Hunt for Red October
John Green,Looking for Alaska
Rivka Galchen,American Innovations
Carmen Maria Machado,Her Body and Other Parties: Stories
Ernest Cline,Ready Player One
Rómulo Gallegos,Doña Bárbara
Muriel Spark,The Ballad of Peckham Rye
Robert Jordan,The Wheel of Time Series
Tim LaHaye,Left Behind
Richard Bach,Jonathan Livingston Seagull
Arthur Ransome,Swallows and Amazons
Jean Plaidy,The Plantagenet Saga
Sister Souljah,The Coldest Winter Ever
Anthony Trollope,The Chronicles of Barsetshire
Earl Lovelace,The Wine of Astonishment
V. C. Andrews,Flowers in the Attic
Anthony Burgess,Nothing Like the Sun
Andrei Bely,Petersburg
Claud Cockburn,Beat the Devil
James Welch,The Indian Lawyer
D. M. Thomas,The White Hotel
Evelyn Waugh,The Ordeal of Gilbert Pinfold
James Salter,Light Years
Leslie Marmon Silko,The Almanac of the Dead
Blaise Cendrars,Moravagine
Stevie Smith,Novel on Yellow Paper
Kelly Link,Stranger Things Happen
Harry Crews,A Feast of Snakes
Edgar Allan Poe,The Narrative of Arthur Gordon Pym
Marge Piercy,Vida
Jan Potocki,The Manuscript Found in Saragossa
Edwin A. Abbott,Flatland: A Romance of Many Dimensions
Walter M. Miller,A Canticle for Leibowitz
Hilary Mantel,A Place of Greater Safety
Barbara Kingsolver,Animal Dreams
Eric Ambler,The Mask of Dimitrios
Elizabeth Taylor,Mrs Palfrey at the Claremont
Amitav Ghosh,Sea of Poppies
Jean Genet,Our Lady of the Flowers
Gore Vidal,Julian
Roald Dahl,The BFG
Jim Thompson,The Killer Inside Me
Norman Mailer,An American Dream
Richard Ford,The Sportswriter 
Wilfred Owen,The Poems of Wilfred Owen
Sappho,The Poems of Sappho
William Shakespeare,Julius Caesar
Henry Green,Party Going
William Shakespeare,As You Like it
Robert Louis Stevenson,Kidnapped
na,na
list details page,"129 ""best of"" book lists"
Leopold Von Sacher-Masoch,Venus in Furs
Tennessee Williams,The Glass Menagerie
Bernard Malamud,The Assistant
D. H. Lawrence,Selected Stories
Angela Carter,The Bloody Chamber And Other Stories
Leslie Marmon Silko,Ceremony
Tommaso Landolfi,Gogol's Wife
Lord Byron,Selected Poems of Lord Byron
Chester Himes,If He Hollers Let Him Go
Karl Marlantes,Matterhorn
James Crumley,The Last Good Kiss
Mario Vargas Llosa,The Storyteller
Barry Hannah,Ray
Maxine Hong Kingston,Tripmaster Monkey
Vikram Seth,The Golden Gate
Willa Cather,O Pioneers!
Frederik Pohl,Gateway
Jayne Anne Phillips,Machine Dreams
Jane Bowles,Two Serious Ladies
Henry James,The Bostonians
George MacDonald Fraser,Mr. American
Ernest Hebert,The Dogs of March
John Masters,The Deceivers
F. Scott Fitzgerald,This Side of Paradise
Mary Renault,The King Must Die
Ross Macdonald,Sleeping Beauty
Peter Matthiessen,At Play in the Fields of the Lord
Edna O'Brien,The House Of Splendid Isolation
Jamaica Kincaid,Lucy
E. M. Forster,Where Angels Fear to Tread
John Buchan,Greenmantle
Patricia C. Wrede,Dealing With Dragons
Carol Ann Duffy,Rapture
Haruki Murakami,Hard-Boiled Wonderland and the End of the World
J. D. Salinger,"Raise High the Roof Beam, Carpenters: And, Seymour, an Introduction"
Gene Wolfe,Shadow & Claw
G. K. Chesterton,The Man Who Was Thursday
Georgette Heyer,Black Sheep
Sally Rooney,Normal People
Thomas Bernhard,Woodcutters
Gene Wolfe,The Book of the New Sun
Terry Pratchett,Good Omens
Hesiod,The Theogony
Dave Eggers,You Shall Know Our Velocity
Richard Fariña,Been Down So Long it Looks Like Up to Me
John Crowley,"Little, Big"
Wendell Berry,Jayber Crow
Walter Mosley,Devil in a Blue Dress
Junot Diaz,Drown
Robin McKinley,The Blue Sword
na,na
list details page,"129 ""best of"" book lists"
Frances Hodgson Burnett,A Little Princess
Shirley Ann Grau,The Keepers of the House
John Edgar Wideman,Sent for You Yesterday
Howard Jacobson,The Finkler Question: A Novel
Benjamin Alire Sáenz,Everything Begins and Ends at the Kentucky Club
John Edgar Wideman,Philadelphia fire
E. Annie Proulx,Postcards
William Gaddis,A Frolic of His Own
Wright Morris,Plains Song
Alice Munro,The Love of a Good Woman
Peter Matthiessen,Shadow Country
Andrea Barrett,Ship Fever and Other Stories
John Hersey,A Bell for Adano
Richard Powers,The Overstory
John P. Marquand,The Late George Apley
Lily Tuck,The News from Paraguay
James McBride,The Good Lord Bird: A Novel
Reynolds Price,Kate Vaiden
Julia Peterkin,Scarlet Sister Mary
Bernardine Evaristo,"Girl, Woman, Other"
Penelope Fitzgerald,Offshore
Jim Crace,Being Dead
Charles Perrault,The Complete Fairy Tales of Charles Perrault
Karen Joy Fowler,We are All Completely Beside Ourselves
John Updike,The Centaur
Julia Glass,Three Junes
Louise Erdrich,The Round House
Elizabeth Strout,My Name Is Lucy Barton
Penelope Lively,Moon Tiger
Charles R. Johnson,Middle Passage
Nadine Gordimer,The Conservationist
Wallace Stegner,The Spectator Bird
Tobias Wolff,The Barracks Thief
Philip Roth,Everyman
James Salter,Dusk
Toby Olson,Seaview
Upton Sinclair,Dragon's Teeth
Margaret Wilson,The Able McLaughlins
William Faulkner,The Reivers
William Golding,Rites of Passage
Paul Harding,Tinkers
Ellen Gilchrist,Victory Over Japan: A Book of Stories
Larry Heinemann,Paco's Story
Wright Morris,The Field of Vision
Laurie Halse Anderson,Speak
Robert Lewis Taylor,The Travels of Jaimie McPheeters
Eleanor Catton,The Luminaries
Susan Sontag,In America
Allen Drury,Advise and Consent
Angela Carter,The Magic Toyshop
na,na
list details page,"129 ""best of"" book lists"
Conrad Richter,The Town
Steven Millhauser,Martin Dressler: The Tale of an American Dreamer
Louis Bromfield,Early Autumn
James Alan McPherson,Elbow Room
Harold L. Davis,Honey in the Horn
P. H. Newby,Something to Answer For
Margaret Ayer Barnes,Years of Grace
Ha Jin,War Trash
"A. B. Guthrie, Jr",The Way West
Stanley Elkin,George Mills
Jerzy Kosinski,Steps
Ernest Poole,His Family
Roald Dahl,The Wonderful Story of Henry Sugar
Kate Christensen,The Great Man
Alice McDermott,Charming Billy
Thomas Sigismund Stribling,The Store
Thomas Williams,The Hair of Harold Roux
John Gardner,October Light
Julie Otsuka,The Buddha in the Attic
Sherman Alexie,War Dances
Edna Ferber,So Big
Willa Cather,One of Ours
Adam Johnson,Fortune Smiles: Stories
Thomas Flanagan,The Year of the French
Conrad Richter,The Waters of Kronos
Edwin O'Connor,The Edge of Sadness
Jacqueline Woodson,Brown Girl Dreaming
Jerry Pinkney,The Lion and the Mouse
Jane Kenyon,Collected Poems
Deborah Eisenberg,The Collected Stories of Deborah Eisenberg: Stories
Jonathan Lethem,Motherless Brooklyn
Paul Scott,Staying On
Isaac Bashevis Singer,A Crown of Feathers and Other Stories
Phil Klay,Redeployment
Pete Dexter,Paris Trout
Sherman Alexie,The Absolutely True Diary of a Part-Time Indian
Oscar Hijuelos,The Mambo Kings Play Songs of Love
Grace Paley,The Collected Stories
Caroline Miller,Lamb in His Bosom
Stanley Elkin,Mrs. Ted Bliss
Herman Wouk,The Caine Mutiny
Josephine Winslow Johnson,Now in November
Stanley Middleton,Holiday
Bernice Rubens,The Elected Member
Jack Gilbert,Collected Poems
Ruth Prawer Jhabvala,Heat and Dust
Oliver La Farge,Laughing Boy
Peter Taylor,A Summons to Memphis
Bharati Mukherjee,The Middleman and Other Stories
Peter Taylor,The Old Forest
na,na
list details page,"129 ""best of"" book lists"
Walter Abish,How German Is It
David Storey,Saville
Booth Tarkington,Alice Adams
Edith Pearlman,Binocular Vision
Richard Wiley,Soldiers in Hiding
James Gould Cozzens,Guard of Honor
John le Carré,A Perfect Spy
Anna Burns,Milkman
Alison Lurie,Foreign Affairs
Barry Unsworth,Sacred Hunger
Ellen Glasgow,In This Our Life
John Casey,Spartina
Sabina Murray,The Caprices
John O'Hara,Ten North Frederick
Robert Olen Butler,A Good Scent from a Strange Mountain
Thornton Wilder,The Eighth Day
Leo Tolstoy,Resurrection: A Novel
Geraldine Brooks,March
Rafi Zabor,The Bear Comes Home
James Hannaham,Delicious Foods
Margaret Atwood,The Testaments
Andrew Sean Greer,Less
Elizabeth Strout,Olive Kitteridge
Mary Lee Settle,Blood Tie
Rachel Caine,Lord of Misrule: The Morganville Vampires
Martin Flavin,Journey in the Dark
Alice Oswald,Dart
N. K. Jemisin,The Fifth Season
Fyodor Dostoyevsky,The Gambler
Alain Robbe-Grillet,The Voyeur
Jack Vance,The Dying Earth
Bertolt Brecht,Galileo
Henry James,The American
Jean Toomer,Cane
Ernest Hemingway,Men Without Women
Don DeLillo,Libra
Tirso de Molina,The Trickster of Seville and His Guest of Stone
Fernando Pessoa,Mensagem
Alex Haley,Roots
Mark Helprin,Winter's Tale
Nancy Mitford,The Pursuit Of Love
Bernard Malamud,A New Life
Abdelrahman Munif,City of Salt
Elif Shafak,The Bastard of Istanbul
Naguib Mahfouz,Sugar Street
Naguib Mahfouz,Palace of Desire
Naguib Mahfouz,Palace Walk
Sir Walter Scott,Waverley
Eugène Ionesco,Rhinoceros and Other Plays
Yasunari Kawabata,Snow Country
na,na
list details page,"129 ""best of"" book lists"
Colm Toibin,The Heather Blazing
Iris Murdoch,An Accidental Man
R. K. Narayan,Waiting for the Mahatma
Eça de Queirós,The Illustrious House of Ramires
William S. Burroughs,Cities of the Red Night: A Novel
Lyn Hejinian,My Life and My Life in the Nineties
